"SubAssociation","SubAssociation1","Score","Association1","Association","movetosubass"
"SUBASS Pl-Vaccsco-Pleusch(Empenig)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Junicom)(MSxk3)",7.00393939393939,"ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS PlBl-Vaccmem-Cladoni(Pinualb)","ASSOC BlPa - Vaccmem - Paximyr",2.68636363636364,"ASSOC BlPa - Vaccmem - Paximyr","ASSOC Pinucon-Abielas-Vaccmem-Cladoni",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)",2.78083333333333,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3",8.5531914893617,"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Pinucon-Paximyr-Vaccsco",5.54166666666667,"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC BlSe-Vaccsco-Valesit (xc zonals)",7.92,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Pinucon-Menzfer-Vaccsco",9.88943396226415,"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS Sb-Vaccmem-Vaccvit(Abielas)","ASSOC Picemar-Ledugro-Hylospl",1.83870967741935,"ASSOC Picemar-Ledugro-Hylospl","ASSOC Picemar-Vaccmem-Vaccvit",1
"SUBASS Sb-Vaccmem-Vaccvit(typic)","ASSOC Picemar-Ledugro-Hylospl",5.16,"ASSOC Picemar-Ledugro-Hylospl","ASSOC Picemar-Vaccmem-Vaccvit",1
"SUBASS SeBl-Oplohor-Athyfil","Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)",9.01601830663616,"Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS Bl-Oplohor-Athyfil(Valesit)",5.09288537549407,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS SeBl-Oplohor-Athyfil(Thujpli)",4.45108695652174,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","ASSOC Piceeng-Oplohor-Athyfil(Tsughet)",3.31578947368421,"ASSOC Piceeng-Oplohor-Athyfil(Tsughet)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS Bl-Athyfil-Gymndry(Alnuvir)",7.95986622073579,"ASSOC Abielas-Piceeng-Athyfil-Gymndry","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","ASSOC SeBl-Ribelac-Gymndry",5.71395881006865,"ASSOC SeBl-Ribelac-Gymndry","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil(Thujpli)","ASSOC SeBl-Ribelac-Gymndry",7.38157894736842,"ASSOC SeBl-Ribelac-Gymndry","ASSOC Piceng-Oplohor-Athyfil",1
"SUBASS SeBl-Rhodneo-Vaccsco (Se)","SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch)",9.40384615384615,"ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","ASSOC Piceene-Abielas-Rhodneo-Vaccsco",1
"SUBASS Sw-Ribetri-Equiset(typic)","SUBASS Sxw-Equiset(Loniinv)",9.34853905784138,"ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)","ASSOC Picegla-Ribetri-Equiset",1
"SUBASS Sw-Vaccmem-Hylospl(Spirbet)","SUBASS Sx-Vaccmem(typic)",6.22766457680251,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Sb-Vaccmem-Petafri(Pleusch)",4.5625,"ASSOC Picemar-Vaccmem-Petafri [[ISSUE Cold Subboreal]]","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",7.59375,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Sx-Vaccmem(typic)",6.43052738336714,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","ASSOC Picegla-Shepcan-Hylospl",6.46270466949666,"ASSOC Picegla-Shepcan-Hylospl","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(Vaccvit)","ASSOC Picegla-Shepcan-Hylospl",7.27835051546392,"ASSOC Picegla-Shepcan-Hylospl","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sx-Oplohor(Pseumen)","SUBASS Bl-Oplohor-Gymndry(Ptilcri)",6.1960623461854,"","ASSOC Picene-Pseumen-Oplohor",1
"SUBASS Sx-Oplohor(Pseumen)","SUBASS Sxw-Oplohor-Athyfil",7.09153318077803,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Picene-Pseumen-Oplohor",1
"SUBASS Sx-Vaccmem-Vibuedu(Mertpan)","SUBASS Sxw-Equiset(Loniinv)",8.39160839160839,"ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Mertpan)","SUBASS Sxw-Gymndry(Aralnud)",8.28693181818182,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Mertpan)","ASSOC Piceene-Loniinv",5.07248157248157,"ASSOC Piceene-Loniinv","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Pseumen)","SUBASS FdSxw-Rubupar(Lathnev)",8.88888888888889,"ASSOC Pseumen-Piceene-Rubupar (SBSmh zonal)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Pseumen)","ASSOC Pseumen-Piceene-Ptilcri",7.91397849462365,"ASSOC Pseumen-Piceene-Ptilcri","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sxw-Gymndry(Arnica)",3.77801899592944,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sx-Vaccmem(typic)",8.71564590838909,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sxw-Gymndry(Ptilcri)",6.37715832601697,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","SUBASS Sxw-Gymndry(Aralnud)",2.01865671641791,"ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Rubupar)","ASSOC Pseumen-Piceene-Ptilcri",8.19932595089071,"ASSOC Pseumen-Piceene-Ptilcri","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem-Vibuedu(Shepcan)","ASSOC Piceene-Spirbet-Lathoch-Pleusch",4.43921568627451,"ASSOC Piceene-Spirbet-Lathoch-Pleusch","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
"SUBASS Sx-Vaccmem(Paximyr)","ASSOC Piceene-Vaccmem-Paximyr",3.74484052532833,"ASSOC Piceene-Vaccmem-Paximyr","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(Paximyr)","SUBASS Bl-Vaccmem-Pleusch(typic)",8.01967799642218,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(Petafri)","ASSOC Piceene-Spirbet-Lathoch-Pleusch",7.54166666666667,"ASSOC Piceene-Spirbet-Lathoch-Pleusch","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(Petafri)","ASSOC Piceene-Loniinv",8.75337837837838,"ASSOC Piceene-Loniinv","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","SUBASS Bl-Vaccmem-Pleusch(Vacccae)",5.6573275862069,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","SUBASS Sb-Vaccmem-Petafri(Pleusch)",7.63793103448276,"ASSOC Picemar-Vaccmem-Petafri [[ISSUE Cold Subboreal]]","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","ASSOC Abielas-Vaccmem-Empenig",7.80835543766578,"ASSOC Abielas-Vaccmem-Empenig","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","ASSOC Piceene-Vaccmem-Paximyr",2.06707317073171,"ASSOC Piceene-Vaccmem-Paximyr","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)",9.25608519269777,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)",6.12518740629685,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS Sx-Vaccmem(typic)","SUBASS Bl-Vaccmem-Pleusch(typic)",8.74458700882117,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Vaccmem (SBSmc zonals)",1
"SUBASS SxFd-Sympalb-Aralnud","ASSOC Piceene-(Pseumen)-Cornsto-Corncan",8.31481481481481,"ASSOC Piceene-(Pseumen)-Cornsto-Corncan","ASSOC Piceene-Pseumen(Lariocc)-Sympalb-Aralnud",1
"SUBASS Sxw-Betunan-Pleusch(Hylospl)","%ASSOC Piceene-Pleusch-Brachyt",8.39423076923077,"%ASSOC Piceene-Pleusch-Brachyt","ASSOC Piceene-Betunan-Pleusch",1
"SUBASS Sxw-Equiset-Aulapal(Caredis)","SUBASS Piceeng-Equivar-Valesit(Petafri)",7.47869674185464,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Piceene-Equiset-Aulapal",1
"SUBASS Sxw-Equiset-Aulapal(Caredis)","%ASSOC Bl-Equiset-Mnium(Sphagnu)",7.93722943722944,"%ASSOC Bl-Equiset-Mnium(Sphagnu)","ASSOC Piceene-Equiset-Aulapal",1
"SUBASS Sxw-Equiset-Aulapal(Caredis)","Ws08.3 SUBASS Piceeng-Equiset-Calacan (very wet sites)",2.66666666666667,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Piceene-Equiset-Aulapal",1
"SUBASS Sxw-Equiset(Loniinv)","SUBASS Sxw-Equiset-Aulapal(Sphagnu)",3.29807692307692,"ASSOC Piceene-Equiset-Aulapal","ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)",1
"SUBASS Sxw-Equiset(Loniinv)","%ASSOC Piceene-Equiset-Thalocc?",3.16300366300366,"%ASSOC Piceene-Equiset-Thalocc?","ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)",1
"SUBASS Sxw-Equiset(Loniinv)","ASSOC SxwBl-Equiset-Gymndry (MS/SBS)",1.11428571428571,"ASSOC SxwBl-Equiset-Gymndry (MS/SBS)","ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)",1
"SUBASS Sxw-Equiset(Loniinv)","SUBASS Sxw-Equiset-Aulapal(Hylospl)",1.65728580362727,"ASSOC Piceene-Equiset-Aulapal","ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)",1
"SUBASS Sxw-Gymndry(Arnica)","SUBASS Sx-Loniinv-Gymndry(Vibuedu)",7.01717171717172,"ASSOC Piceene-Loniinv-Gymndry","ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)",1
"SUBASS Sxw-Gymndry(Ptilcri)","SUBASS Sx-Loniinv-Gymndry(Vibuedu)",6.97385620915033,"ASSOC Piceene-Loniinv-Gymndry","ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)",1
"SUBASS Sxw-Gymndry(Ptilcri)","SUBASS Bl-Gymndry-Ptilcri(Brachyt)",8.86206896551724,"ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)",1
"SUBASS Sxw-Gymndry(Ptilcri)","ASSOC Sxw-Gymndry(Thujpli)",7.71176470588235,"ASSOC Sxw-Gymndry(Thujpli)","ASSOC Piceene-Gymndry-Pleusch (SBSwk zonals)",1
"SUBASS Sxw-Oplohor-Athyfil","Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)",9.10526315789474,"Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS Sxw-Oplohor-Athyfil","ASSOC Sxw-Gymndry(Thujpli)",8.58421052631579,"ASSOC Sxw-Gymndry(Thujpli)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS Sxw-Oplohor-Athyfil","SUBASS Sx-Loniinv-Gymndry(Vibuedu)",9.31505847953216,"ASSOC Piceene-Loniinv-Gymndry","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS Sxw-Oplohor-Athyfil","SUBASS Bl-Oplohor-Athyfil(Valesit)",9.8444976076555,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS Sxw-Oplohor-Athyfil(Dryoexp)","SUBASS Sxw-Oplohor-Athyfil",3.54934210526316,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Dryoexp)","SUBASS Bl-Oplohor-Athyfil(Valesit)",8.11931818181818,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Dryoexp)","SUBASS SeBl-Oplohor-Athyfil",5.04619565217391,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS SeBl-Oplohor-Athyfil(Thujpli)",3.94542253521127,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS Bl-Oplohor-Athyfil(Valesit)",1.85403329065301,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS Sxw-Oplohor-Athyfil",1.78947368421053,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Oplohor-Athyfil(Ptilcri)","SUBASS SeBl-Oplohor-Athyfil",2.55419473361911,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil-Corncan (SBSvk zonal)",1
"SUBASS Sxw-Orthsec-Pleusch(Rhytrob)","ASSOC Abielas-Vaccmem-Paximyr",8.46428571428571,"ASSOC Abielas-Vaccmem-Paximyr","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(Rhytrob)","SUBASS Bl-Vaccmem-Pleusch(typic)",8.57848837209302,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(Rhytrob)","%ASSOC Bl-Vaccmem-Racomit",9.77678571428571,"%ASSOC Bl-Vaccmem-Racomit","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(Rhytrob)","ASSOC Abielas-Vaccmem-Empenig",8.62259615384615,"ASSOC Abielas-Vaccmem-Empenig","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(Shepcan)","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3",8.59477756286267,"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(Shepcan)","SUBASS Bl-Vaccmem-Pleusch(typic)",9.67336152219873,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Orthsec-Pleusch(typic)","ASSOC Abielas-Vaccmem-Empenig",9.15384615384616,"ASSOC Abielas-Vaccmem-Empenig","ASSOC Piceene-Orthsec-Pleusch (MSdc)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","ASSOC Piceene-Vaccmem-Paximyr",0,"ASSOC Piceene-Vaccmem-Paximyr","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",7.50098814229249,"ASSOC Piceene-Orthsec-Pleusch (MSdc)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Sxw-Orthsec-Pleusch(typic)",6.80434782608696,"ASSOC Piceene-Orthsec-Pleusch (MSdc)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS SxwBl - Ribelac (typic)",8.1528326745718,"ASSOC Piceene-Abielas-Ribelac","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","ASSOC Pseumen-Piceene-Ptilcri",7.93548387096774,"ASSOC Pseumen-Piceene-Ptilcri","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Sx-Vaccmem(typic)",7.13230884557721,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",9.16576086956522,"ASSOC Piceene-Orthsec-Pleusch (MSdc)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Sx-Vaccmem(Paximyr)",1.52341137123746,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(Pseumen)","SUBASS Bl-Vaccmem-Pleusch(typic)",7.83923154701719,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(typic)","SUBASS SxwBl - Ribelac (typic)",9.60510164940545,"ASSOC Piceene-Abielas-Ribelac","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(typic)","ASSOC Abielas-Pinucon-Paximyr-Vaccsco",2.69778481012658,"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS Sxw-Paximyr-Pleusch(typic)","SUBASS PlBl-Vaccmem-Vaccsco(typic)",8.59569620253165,"ASSOC Abielas-Pinucon-Vaccsco - Cladonia","ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)",1
"SUBASS SxwBl - Ribelac (typic)","SUBASS Sxw-Orthsec-Pleusch(Rhytrob)",6.77840909090909,"ASSOC Piceene-Orthsec-Pleusch (MSdc)","ASSOC Piceene-Abielas-Ribelac",1
"SUBASS SxwBl - Ribelac (typic)","SUBASS Sxw-Orthsec-Pleusch(Shepcan)",9.59090909090909,"ASSOC Piceene-Orthsec-Pleusch (MSdc)","ASSOC Piceene-Abielas-Ribelac",1
"SUBASS SxwBl - Ribelac (typic)","SUBASS Bl-Gymndry-Equiset(typic)",7.97727272727273,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceene-Abielas-Ribelac",1
"SUBASS SxwBl - Ribelac (typic)","SUBASS BlSe-Menzfer (Tiartri)",8.71306818181818,"ASSOC Abielas-Piceeng-Menzfer-Pleusch (dk zonals)","ASSOC Piceene-Abielas-Ribelac",1
"SUBASS SxwFd-Cornsto-Sympalb(Acergla)","ASSOC Piceene-PseumenCornsto-Aralnud",2.52941176470588,"ASSOC Piceene-PseumenCornsto-Aralnud","ASSOC Piceene-Pseumen-Cornsto-Acergla",1
"SUBASS SxwFd-Rhyttri(Oryzasp)","ASSOC Pseumen-Piceene-Ptilcri",1.38888888888889,"ASSOC Pseumen-Piceene-Ptilcri","ASSOC Piceene-Pseumen-Rhyttri (SBSdh)",1
"SUBASS SxwFd-Rhyttri(Oryzasp)","ASSOC Pseumen-Piceene-Paximyr",7.67307692307692,"ASSOC Pseumen-Piceene-Paximyr","ASSOC Piceene-Pseumen-Rhyttri (SBSdh)",1
"Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)","SUBASS Bl-Gymndry-Equiset(typic)",0.727272727272727,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)","%ASSOC SeBl-Equiarv-Gymndry",8.75,"%ASSOC SeBl-Equiarv-Gymndry","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)","%ASSOC Bl-Equiset-Mnium(Sphagnu)",7.31818181818182,"%ASSOC Bl-Equiset-Mnium(Sphagnu)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"Ws08.3 ASSOC SeBl-Equiarv-Senetri","SUBASS Bl-Gymndry-Equiset(typic)",2.31818181818182,"ASSOC Abielas-Gymndry-Equiset (Northern)","Ws08.3 ASSOC SeBl-Equiarv-Senetri",1
"Ws08.3 ASSOC SeBl-Equiarv-Senetri","Ws08.2 SUBASS SeBl-Equiarv-Ligucan (southern border)",8.13793103448276,"ASSOC Piceeng-Abielas-Equiarv-Valesit","Ws08.3 ASSOC SeBl-Equiarv-Senetri",1
"Ws08.3 ASSOC SeBl-Equiarv-Senetri","%ASSOC SeBl-Equiarv-Gymndry",7.83333333333333,"%ASSOC SeBl-Equiarv-Gymndry","Ws08.3 ASSOC SeBl-Equiarv-Senetri",1
"Ws08.3 ASSOC SeBl-Equiarv-Senetri","Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)",2.4113475177305,"ASSOC Piceeng-Abielas-Equiarv-Valesit","Ws08.3 ASSOC SeBl-Equiarv-Senetri",1
"Ws08.3 ASSOC SeBl-Equiarv-Senetri","SUBASS Piceng-Equiarv-Valesit (Leptpyr)",4.5,"ASSOC Piceeng-Abielas-Equiarv-Valesit","Ws08.3 ASSOC SeBl-Equiarv-Senetri",1
"Ws08.3 SUBASS Abielas-Piceeng-Equiset-Pleusch (N-S transition)","SUBASS Bl-Gymndry-Equiset(typic)",5.04292929292929,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"Ws08.3 SUBASS Abielas-Piceeng-Equiset-Pleusch (N-S transition)","SUBASS BlSe-Menzfer (Tiartri)",5.8125,"ASSOC Abielas-Piceeng-Menzfer-Pleusch (dk zonals)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"Ws08.3 SUBASS Piceeng-Equiset-Calacan (very wet sites)","SUBASS Bl-Gymndry-Equiset(typic)",4.73106060606061,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
